symbol,sector,last_price,intrinsic_value,margin_%,dividend_ttm,dividend_yield_%,total_return_with_div_%,pt_mean,pt_median,pt_high,pt_low,pt_count,rec_mean,last_update,source
AIRE,Real Estate,0.4790000021457672,,,,,,2.6,2.6,2.6,2.6,1.0,3.0,1970-01-01,yfinance.info/recommendations
AISP,Technology,3.3399999141693115,,,,,,11.0,11.0,11.0,11.0,1.0,,1970-01-01,yfinance.info/recommendations
AIT,Industrials,248.9600067138672,141.24625006431103,-43.26548591933198,1.84,0.7390745301974284,-42.52641138913455,304.16666,302.5,320.0,290.0,6.0,,1970-01-01,yfinance.info/recommendations
AJG,Financial Services,258.510009765625,146.02268123678073,-43.51372259466067,2.55,0.986422151433102,-73.80980115680642,319.8,315.0,388.0,275.0,15.0,1.88889,1970-01-01,yfinance.info/recommendations
AKAM,Technology,87.16999816894531,48.09545493226145,-44.82567862506201,,,,95.65909,90.0,134.0,66.0,22.0,2.3913,1970-01-01,yfinance.info/recommendations
AKO-B,Consumer Defensive,26.8799991607666,,,0.958,3.563988206511084,240579.49271600012,27.92216,28.052134,31.752974,23.331408,6.0,2.0,1970-01-01,yfinance.info/recommendations
AKRO,Healthcare,54.25,,,,,,56.0,56.0,58.0,54.0,5.0,2.71429,1970-01-01,yfinance.info/recommendations
AL,Industrials,63.900001525878906,-119.2051703870702,-286.54955796643173,0.88,1.3771517668017712,-54.58446453886699,66.0,65.0,68.0,65.0,3.0,2.66667,1970-01-01,yfinance.info/recommendations
ALCO,Consumer Defensive,33.119998931884766,-19.19979831099102,-157.97040739789182,0.2,0.6038647537740683,-157.36654264411774,39.5,39.5,44.0,35.0,2.0,,1970-01-01,yfinance.info/recommendations
ALGM,Technology,24.709999084472656,1.5576726236122642,-93.69618502094127,,,,38.58333,37.0,49.0,35.0,12.0,1.33333,1970-01-01,yfinance.info/recommendations
ALGN,Healthcare,137.1300048828125,92.4870984052704,-32.555170194657755,,,,180.5,178.0,220.0,150.0,14.0,2.11765,1970-01-01,yfinance.info/recommendations
ALIT,Technology,2.2799999713897705,-20.558386315420258,-1001.6836216400883,0.16,7.0175439477076935,-994.6660776923806,5.85714,6.0,8.0,4.0,7.0,1.42857,1970-01-01,yfinance.info/recommendations
ALL,Financial Services,214.3000030517578,109.42259841413436,-48.939525498883654,3.92,1.8292113598585624,-47.110314139025085,236.1,242.0,300.0,157.0,20.0,1.86957,1970-01-01,yfinance.info/recommendations
ALLR,Healthcare,1.1799999475479126,,,,,,9.25,9.25,9.25,9.25,1.0,,1970-01-01,yfinance.info/recommendations
ALRM,Technology,50.29999923706055,38.24870175387744,-23.958842278279455,,,,67.14286,68.0,85.0,55.0,7.0,2.25,1970-01-01,yfinance.info/recommendations
ALSN,Consumer Cyclical,81.7300033569336,90.24359371455498,10.416725814191622,1.06,1.2969533298203084,216.0576406052568,101.88889,97.0,134.0,77.0,9.0,2.44444,1970-01-01,yfinance.info/recommendations
ALTO,Basic Materials,2.039999961853028,-2.743442381136417,-234.4824721783043,,,,4.25,4.25,5.5,3.0,2.0,1.5,1970-01-01,yfinance.info/recommendations
ALTS,Technology,1.8899999856948853,,,,,,18.0,18.0,18.0,18.0,1.0,,1970-01-01,yfinance.info/recommendations
ALUR,Healthcare,1.5499999523162842,,,,,,5.83333,6.0,9.0,2.5,3.0,1.66667,1970-01-01,yfinance.info/recommendations
AM,Energy,18.15999984741211,13.535391909285703,-25.46590295696195,0.9,4.955947178205811,-20.50995577875613,18.5,19.0,20.0,16.0,7.0,3.375,1970-01-01,yfinance.info/recommendations
AMAL,Financial Services,28.1200008392334,45.71426125708619,62.56849179501107,0.56,1.9914650899251776,64.55995688493624,31.5,31.5,36.0,27.0,2.0,,1970-01-01,yfinance.info/recommendations
AMAT,Technology,226.00999450683597,86.66461718911212,-61.654520023232486,1.72,0.761028291582024,-77.84531826808734,238.40625,250.0,300.0,170.0,32.0,1.92105,1970-01-01,yfinance.info/recommendations
AMBQ,Technology,24.65999984741211,-6.325900557028599,-125.65247605908829,,,,40.0,40.0,48.0,32.0,4.0,2.25,1970-01-01,yfinance.info/recommendations
AMCX,Communication Services,7.800000190734863,132.88654345390887,1603.6735923642227,,,,7.07143,6.0,10.0,5.5,7.0,3.28571,1970-01-01,yfinance.info/recommendations
AMD,Technology,246.80999755859372,30.78593039575873,-87.52646541862632,,,,276.60715,287.5,380.0,134.2,42.0,1.56,1970-01-01,yfinance.info/recommendations
AMG,Financial Services,258.3099975585937,54.444266836865054,-78.92289599649925,0.04,0.0154852697836159,-78.90741072671564,308.2857,296.0,395.0,214.0,7.0,1.42857,1970-01-01,yfinance.info/recommendations
AMGN,Healthcare,336.739990234375,191.20091416680717,-43.22001552778775,9.39,2.7885015953895023,-82.62335795940359,318.51334,315.0,400.0,180.0,27.0,2.40625,1970-01-01,yfinance.info/recommendations
AMIX,Healthcare,0.7269999980926514,-15.552241770014234,-2239.2354622856824,,,,6.6,6.6,8.2,5.0,2.0,1.5,1970-01-01,yfinance.info/recommendations
AMOD,Technology,0.9900000095367432,,,,,,,,,,,,,yfinance.info/recommendations
AMP,Financial Services,458.0,117.64657888187544,-74.31297404325863,6.279999999999999,1.37117903930131,-72.94179500395732,533.1818,530.0,594.0,434.0,11.0,2.5,1970-01-01,yfinance.info/recommendations
AMPL,Technology,10.729999542236328,-2.996849553210475,-127.92963356069143,,,,15.33333,16.0,19.0,12.0,9.0,1.8,1970-01-01,yfinance.info/recommendations
AMRK,Financial Services,25.239999771118164,11.346637032951488,-55.04501927161144,0.6000000000000001,2.3771791023808686,194.83863084486163,41.75,37.0,63.0,30.0,4.0,1.75,1970-01-01,yfinance.info/recommendations
AMRX,Healthcare,11.640000343322754,4.517239607312333,-61.19210073817882,,,,13.5,13.5,14.0,13.0,4.0,1.5,1970-01-01,yfinance.info/recommendations
AMT,Real Estate,183.58999633789065,21.504788949834683,-88.2865137650224,6.720000000000001,3.660330156351269,-89.0247093096674,232.0,230.0,260.0,200.0,19.0,1.72727,1970-01-01,yfinance.info/recommendations
AMTB,Financial Services,17.600000381469727,69.82520285395942,296.7340985257894,0.36,2.045454501120513,298.7795530269099,21.25,21.5,22.0,20.0,4.0,2.0,1970-01-01,yfinance.info/recommendations
AMTM,Industrials,22.06999969482422,8.851211399827573,-59.89482771989648,,,,28.5,30.0,35.0,20.0,10.0,,1970-01-01,yfinance.info/recommendations
AMTX,Basic Materials,1.919999957084656,-10.693796841656011,-656.9685979521355,,,,13.75,12.0,28.0,3.0,4.0,,1970-01-01,yfinance.info/recommendations
AMWD,Consumer Cyclical,51.290000915527344,55.65838024268364,8.517019397895606,0.36,0.7018911943341669,356.5944621956678,70.0,71.0,72.0,67.0,3.0,,1970-01-01,yfinance.info/recommendations
AMWL,Healthcare,4.050000190734863,-37.29358924776794,-1020.8293207759356,,,,8.3,9.0,10.5,6.0,5.0,2.75,1970-01-01,yfinance.info/recommendations
AMZN,Consumer Cyclical,234.69000244140625,78.1859453300503,-66.6854384436037,,,,293.03067,300.0,351.87,250.0,61.0,1.29851,1970-01-01,yfinance.info/recommendations
AN,Consumer Cyclical,196.6000061035156,-20.76480051204204,-110.56195313702521,0.937,0.4766022232505131,36.310993709359884,233.0,235.0,280.0,200.0,11.0,2.07692,1970-01-01,yfinance.info/recommendations
ANDE,Consumer Defensive,49.27999877929688,61.26807045360277,24.326444746874095,0.78,1.5827922469991769,103.11627168688278,51.50667,50.0,54.52,50.0,3.0,2.0,1970-01-01,yfinance.info/recommendations
