symbol,period_1,period_2,period_3,period_4,period_5,period_6,eps_1,eps_2,eps_3,eps_4,eps_5,eps_6
TGH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.34,0.77,0.56,0.13,0.24,
TGPRO,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.01,-0.0,-0.01,-0.0,,
TH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.03,-0.05,0.06,0.05,
THAI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.36,0.16,0.43,0.35,5.72,
THANA,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.01,0.02,-0.05,0.01,,
THANI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.05,0.04,0.04,0.01,
THCOM,2026Q1,2025Q2,2025Q1,2024Q3,,,0.54,-0.19,0.11,-0.51,,
THE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,-0.01,0.01,-0.02,-0.03,
THG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,0.0,-0.01,0.01,-0.39,
THIP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.31,0.2,0.67,0.97,0.69,
THMUI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.0,0.01,0.0,-0.01,-0.0,
THRE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,0.01,0.02,-0.01,0.0,
THREL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.14,0.01,0.02,-0.16,-0.14,
TIDLOR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.56,0.48,0.45,0.41,0.34,
TIF1,2025Q4,2025Q3,2025Q2,2024Q4,2024Q3,,0.2,0.16,0.15,0.17,0.1,
TIGER,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,-0.08,-0.0,-0.01,0.02,
TIPCO,2025Q3,2025Q2,2025Q1,2024Q3,,,0.05,0.18,0.23,-0.06,,
TIPH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.59,0.25,0.44,0.48,0.44,
TISCO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,2.17,2.16,2.05,2.05,2.14,
TITLE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.39,0.01,-0.04,0.06,
TK,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.02,0.08,0.1,-0.01,
TKC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.14,0.14,0.05,0.13,0.13,
TKN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.07,0.08,0.06,0.07,0.1,
TKS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.31,0.17,0.02,0.15,0.15,
TKT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.01,-0.0,0.02,0.01,
TL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.01,-0.01,-0.02,0.0,
TLHPF,2025Q3,2025Q2,2025Q1,2024Q4,2024Q3,,-0.02,0.03,0.26,1.77,-0.02,
TLI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.29,0.26,0.32,0.23,0.28,
TM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.03,0.02,0.02,-0.02,
TMAN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.29,0.28,0.27,0.3,0.26,
TMC,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.0,-0.04,-0.02,-0.06,,
TMD,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.61,0.59,0.64,0.67,0.59,
TMI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,0.0,0.01,0.02,0.0,
TMILL,2025Q3,2025Q2,2025Q1,2024Q3,,,0.04,0.01,0.03,0.02,,
TMT,2025Q3,2025Q2,2025Q1,2024Q3,,,0.01,0.03,0.07,-0.16,,
TMW,2025Q4,2025Q3,2025Q2,2024Q4,2024Q3,,3.39,4.2,3.88,3.29,3.44,
TNDT,2025Q3,2025Q2,2025Q1,2024Q3,,,0.0,-0.01,-0.01,-0.09,,
TNH,2026Q1,2025Q4,2025Q2,2025Q1,2024Q4,,0.44,0.53,0.49,0.58,0.62,
TNITY,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,-0.03,-0.11,0.04,-0.04,
TNL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.37,0.52,0.22,0.41,0.25,
TNP,2025Q3,2025Q2,2025Q1,2024Q3,,,0.06,0.06,0.06,0.06,,
TNPC,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.27,-0.09,-0.03,-0.12,,
TNR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.19,0.16,0.14,0.14,0.06,
TOA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.49,0.35,0.34,0.37,0.09,
TOG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.22,0.17,0.09,0.21,0.14,
TOP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,8.72,0.96,2.9,1.57,-1.89,
TOPP,2025Q3,2025Q2,2025Q1,2024Q3,,,5.94,2.86,5.61,4.03,,
TPA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,0.0,-0.09,-0.03,-0.14,
TPAC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.43,0.37,0.27,0.37,0.3,
TPBI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.12,0.11,0.11,0.14,0.1,
TPCH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.14,-0.81,0.08,0.16,0.17,
TPCS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.27,0.28,0.34,0.25,0.24,
TPIPL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.02,0.03,0.04,-0.02,
TPIPP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.06,0.06,0.12,0.1,
TPL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.02,-0.04,-0.0,-0.0,-0.0,
TPLAS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.01,0.0,0.01,0.01,
TPOLY,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.2,-0.25,-0.08,0.05,,
TPP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.56,0.51,0.17,0.22,0.36,
TPRIME,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.29,0.18,0.16,-0.11,0.17,
TPS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.09,0.09,0.05,0.06,
TQM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.31,0.27,0.27,0.38,0.36,
TQR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.16,0.1,0.09,0.15,0.1,
TR,2025Q4,2025Q3,2025Q2,2024Q4,2024Q3,,-3.97,-0.68,-3.49,3.09,-6.83,
TRC,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.08,-0.06,-0.02,-0.05,,
TRITN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.0,0.0,0.0,-0.0,-0.01,
TRP,2025Q3,2025Q2,2025Q1,2024Q3,,,0.05,0.05,0.06,0.11,,
TRT,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.53,0.01,0.11,0.15,0.31,
TRU,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.07,0.08,0.12,0.11,0.11,
TRUBB,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.05,-0.04,-0.1,-0.02,-0.09,
TRUE,2026Q1,2025Q2,2025Q1,2024Q3,,,0.19,0.06,0.05,-0.02,,
TRV,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.01,0.0,0.02,-0.0,,
TSC,2026Q1,2025Q4,2025Q2,2025Q1,2024Q4,,0.4,0.3,0.36,0.37,0.29,
TSE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,0.01,0.01,0.03,0.03,
TSI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,-0.0,-0.0,0.0,0.01,
TSR,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.14,-0.14,-0.12,-0.46,,
TSTE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.13,0.09,0.1,0.11,0.07,
TSTH,2025Q4,2025Q2,2024Q4,2024Q3,,,0.06,0.04,0.03,-0.02,,
TTA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.11,0.28,0.05,0.47,-0.6,
TTB,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.06,0.06,0.05,0.05,0.05,
TTCL,2025Q3,2025Q2,2025Q1,2024Q3,,,-4.76,-2.76,-0.15,0.06,,
TTI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.22,-0.47,-0.44,0.46,-0.52,
TTT,2025Q4,2025Q3,2025Q2,2024Q4,2024Q3,,0.26,0.94,-1.42,0.59,1.9,
TTW,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.17,0.24,0.2,0.17,0.23,
TU,2026Q1,2025Q2,2025Q1,2024Q3,,,0.29,0.32,0.24,0.3,,
TU-PF,2025Q3,2025Q2,2025Q1,2024Q3,,,0.05,0.08,0.06,0.05,,
TURBO,2026Q1,2025Q3,2025Q1,2024Q3,,,0.07,0.06,0.06,0.01,,
TURTLE,2024Q4,2024Q3,,,,,-0.04,-0.05,,,,
TVDH,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.02,-0.02,-0.01,0.01,,
TVH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.58,0.61,0.46,0.22,0.27,
TVO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.8,0.55,0.73,0.6,0.49,
TVT,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.0,-0.01,-0.01,-0.0,,
TWP,2025Q3,2025Q2,2025Q1,2024Q3,,,0.1,-0.0,-0.02,-0.17,,
TWPC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.14,0.02,0.08,0.08,-0.08,
TWZ,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.02,0.0,-0.0,-0.0,,
TYCN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,0.11,0.06,0.04,-0.31,
UAC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,-0.02,0.04,0.07,-0.04,
UBA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.03,0.03,0.02,0.01,0.04,
UBE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,0.0,-0.03,0.02,0.02,
UBIS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.08,0.02,-0.04,0.01,-0.08,
UEC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,-0.06,-0.03,0.01,-0.04,
UKEM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.02,0.01,0.01,-0.01,
UMI,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.37,0.02,0.03,0.01,0.02,
UMS,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.04,-0.01,0.1,-0.01,-0.01,
UNIQ,2025Q3,2025Q2,2025Q1,2024Q3,,,0.05,0.78,0.03,0.05,,
UP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,2.78,-0.24,-0.15,2.72,-0.04,
UPF,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.37,-0.01,-1.1,-0.54,-0.02,
UPOIC,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.24,0.2,0.09,0.11,0.19,
UREKA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,-0.0,0.0,0.0,-0.0,
UTP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.27,0.19,0.21,0.21,0.17,
UV,2026Q1,2025Q4,2025Q2,2025Q1,2024Q4,,-0.01,-0.01,-0.02,-0.03,0.04,
UVAN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.19,0.54,0.99,0.1,0.44,
VARO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.62,-0.18,0.0,0.65,0.3,
VCOM,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.12,0.07,0.11,0.11,0.05,
VGI,2025Q4,2025Q3,2025Q2,2024Q4,2024Q3,,0.0,0.0,0.0,0.02,0.01,
VIBE,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.02,-0.01,-0.0,-0.02,,
VIBHA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.02,0.02,0.0,0.03,
VIH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.16,0.21,0.16,0.16,0.15,
VL,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,0.01,0.0,0.0,0.06,
VNG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.14,-0.09,-0.02,-0.02,0.1,
VPO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.05,-0.0,0.13,-0.05,0.08,
VRANDA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.24,0.01,0.04,0.13,0.02,
VS,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.01,-0.01,-0.02,-0.02,,
WACOAL,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.8,-0.54,-0.46,-0.35,,
WARRIX,2025Q3,2025Q2,2025Q1,2024Q3,,,0.03,-0.04,0.0,0.09,,
WASH,2026Q1,2025Q1,,,,,0.05,0.05,,,,
WAVE,2025Q3,2025Q2,2025Q1,2024Q3,,,0.01,0.02,-0.0,0.0,,
WFX,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.02,-0.03,-0.11,-0.01,-0.1,
WGE,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.03,0.08,0.08,-0.05,
WHA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.1,0.04,0.07,0.14,0.03,
WHABT,2025Q4,2025Q3,2025Q2,2024Q4,2024Q3,,0.11,0.1,0.11,0.15,0.17,
WHAIR,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.17,0.16,0.16,0.23,0.15,
WHART,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.19,0.2,0.17,0.19,0.19,
WHAUP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.08,0.13,0.04,0.06,0.02,
WICE,2025Q3,2025Q2,2025Q1,2024Q3,,,0.04,0.04,0.09,0.03,,
WIIK,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.04,0.02,0.03,0.02,0.01,
WIN,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,0.0,0.0,0.02,0.0,
WINDOW,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.0,0.02,0.02,-0.0,
WINMED,2025Q3,2025Q2,2025Q1,2024Q3,,,0.0,0.0,0.02,0.03,,
WINNER,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.05,0.06,0.05,0.06,0.03,
WORK,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.09,0.08,0.05,-0.05,-0.04,
WP,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.09,0.08,0.06,0.08,0.07,
WPH,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.27,0.05,0.05,0.26,0.09,
WSOL,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.05,-0.11,-0.56,-0.5,,
XBIO,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.1,-0.07,-0.05,-0.13,,
XO,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.3,0.31,0.4,0.26,0.37,
XPG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.0,0.01,0.0,0.01,0.01,
XYZ,2025Q3,2025Q2,2025Q1,2024Q3,,,-0.06,-0.02,-0.04,0.0,,
YGG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,-0.01,-0.02,0.01,-0.06,
YONG,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.01,0.0,0.01,0.01,
YUASA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.65,0.49,0.72,0.6,0.26,
ZAA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,-0.01,-0.04,-0.02,-0.01,-0.02,
ZEN,2025Q3,2025Q2,2025Q1,2024Q3,,,0.04,0.04,0.04,0.08,,
ZIGA,2026Q1,2025Q3,2025Q2,2025Q1,2024Q3,,0.01,0.01,0.01,0.01,0.0,
